Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,276,,,,,,,US D1036281 S,7/23/2024,,6,Front sensor housing,,,Ahn; YooJung et al.,Waymo LLC,D/876958,5/31/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.2980375,
checked,,277,,,,,,,US D1036282 S,7/23/2024,,6,Rear sensor housing,,,Ahn; YooJung et al.,Waymo LLC,D/876962,5/31/2023,Davis; Antoine Duval,,D10/70,D12/188;D12/190,Waymo LLC,,,6.0726986,
checked,,278,,,,,,,US 12051328 B1,7/30/2024,66541007,30,Displaying sensor data and supplemental data as a mask for autonomous vehicles,G01S17/89;G01S17/931;G08G1/096766;G08G1/0962;G01S7/51,,Patel; Nirmal et al.,Waymo LLC,18/335337,6/15/2023,Feild; Joseph H,Mahase; Pameshanand,1-Jan,,Waymo LLC,,,6.1053915,
checked,,279,,,,,,,US 12051249 B2,7/30/2024,77921644,20,Behavior prediction of surrounding agents,G06N3/006;G06V20/58;B60W60/00259;G06F18/24323;G06V10/764;G06N3/084;G06N3/045;G06V10/62;G06N3/047;B60W60/00274;G06V20/10;G06V10/82,,Bansal; Mayank et al.,Waymo LLC,18/216488,6/29/2023,Ismail; Mahmoud S,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,280,,,,,,,US 12052519 B2,7/30/2024,80781931,23,Smart sensor scheduler,G06V10/82;G06V20/58;G06T1/20;G06F9/5038;G06V20/56;H04N25/79;H04N23/80;G06V10/25;H04N25/443;H04N23/61;G06V10/22;G06V10/96,H04N25/133;H04N7/18;H04N25/134,Cardei; Vlad et al.,Waymo LLC,18/323093,5/24/2023,Berardesca; Paul M,,1-Jan,,Waymo LLC,,,6.173177,
checked,,281,,,,,,,US 12050267 B2,7/30/2024,81454349,24,Doppler-assisted object mapping for autonomous vehicle applications,G01S17/89;G01S17/931;G01S7/4808;G01S17/34;G01S17/42;G01S17/26;B60W40/02;G01S17/66;G01S17/58;G01S17/86,B60W2420/408,Armstrong-Crews; Nicholas et al.,Waymo LLC,16/949657,11/9/2020,Baghdasaryan; Hovhannes,,1-Jan,,Waymo LLC,,,6.198945,
checked,,282,,,,,,,US 12050467 B2,7/30/2024,81751315,19,Fuel-economy optimization for autonomous driving systems,B60W50/14;B60W60/0023;B60W60/0021;G05D1/0217;G05D1/644,B60W2520/10;B60W2555/60;B60W2720/10;B60W2520/12;B60W2720/12;B60W2554/40;B60W2050/143,Grossman; William et al.,Waymo LLC,18/130392,4/3/2023,Nolan; Peter D,Obioha; Mikko Okechukwu,1-Jan,,Waymo LLC,,,6.187685,
checked,,283,,,,,,,US 12049221 B2,7/30/2024,81752269,17,Multi-modal multi-agent trajectory prediction,G06N3/045;B60W60/00276;G06N3/08;B60W50/0097;G06N3/049;B60W60/00274;B60W30/0956;B60W40/04,B60W2554/4049,Sun; Pei et al.,Waymo LLC,17/540140,12/1/2021,Jeanglaude; Gertrude Arthur,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,284,,,,,,,US D1037031 S,7/30/2024,,7,Roof pod housing,,,Ahn; Yoojung et al.,Waymo LLC,D/876951,5/31/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.345049,
checked,,285,,,,,,,US D1037028 S,7/30/2024,,30,Sensor assembly,,,Ahn; Yoojung et al.,Waymo LLC,D/907999,1/10/2024,Davis; Antoine Duval,,D10/70,D12/187,Waymo LLC,,,6.32049,
checked,,286,,,,,,,US D1037029 S,7/30/2024,,44,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/908023,1/11/2024,Davis; Antoine Duval,,D10/65,D10/70;D12/188,Waymo LLC,,,6.198945,
checked,1,287,,,,,,,US 12055442 B2,8/6/2024,75538226,19,Systems and methods for infrared sensing,G01J5/59;G01J5/0025;G01J5/047;G06V20/58;G01J4/00;G06V20/56,G01J2005/0077;G01J4/02;G01S17/931,Frevert; Benjamin et al.,Waymo LLC,17/754930,10/16/2019,Kim; Christine S.,,1-Jan,,Waymo LLC,,,6.2422533,
checked,,288,,,,,,,US 12055659 B2,8/6/2024,76547597,34,Optical redirector device,G01S7/493;G01S7/497;G01S17/10;G01S7/4817;G01S17/931;G01S7/4914;G01S7/4813;G01S7/4816,G01S2007/4975,Gassend; Blaise et al.,Waymo LLC,17/134277,12/26/2020,Hulka; James R,,1-Jan,,Waymo LLC,,,6.1409836,
checked,,289,,,,,,,US 12056898 B1,8/6/2024,79293893,25,Camera assessment techniques for autonomous vehicles,G01S17/931;G01S17/86;H04N17/002;G06T7/0002;G06V20/584;G06T7/80;G06V10/80;G06V20/58;G06V10/25;G06F18/25,G06T2207/30168;G06V2201/12,Wu; Chen et al.,Waymo LLC,17/548633,12/13/2021,Nguyen; Leon Viet Q,,1-Jan,,Waymo LLC,,,6.345049,
checked,,290,,,,,,,US 12055632 B2,8/6/2024,81077616,19,LIDAR based stereo camera correction,G01S17/48;G01S17/86;G06T7/593;G01S13/931;G01S15/86;G01S17/931;B60R1/12;G01S13/867;G01S17/89;G01S15/931;G06T7/85;G06T7/521,G06T2207/10021;G06T2207/20076;G06T2207/30261;B60R2001/1223;G06T2207/30252,Sharma; Shashank et al.,Waymo LLC,17/069364,10/13/2020,Xiao; Yuqing,Noel; Jempson,1-Jan,,"Waymo, LLC",,,6.377531,
checked,1,291,,,,,,,US 12055630 B2,8/6/2024,81186118,23,Light detection and ranging device using combined pulse and continuous optical signals,G01S7/4814;G01S7/4815;G01S17/26;G01S17/10;B60W60/001;G01S17/32;G01S17/931;G01S17/58;G01S17/87,B60W2420/408;B60W2420/54;G01S7/4817;B60W2420/403;B60W2420/40,Fidric; Bernard et al.,Waymo LLC,17/500829,10/13/2021,Lee; Tyler J,,1-Jan,,Waymo LLC,,,6.1551714,
checked,,292,,,,,,,US 12058308 B2,8/6/2024,81941765,18,Aperture health monitoring mode,G06T7/0002;H04N23/672;H04N7/18;B08B1/143;H04N25/61;H04N17/002;G06V20/56;B08B5/02;H04N23/81;G02B7/34;B08B13/00;B08B3/04;G06V10/25;G06T7/0004;G06V10/98,H04N7/183;G02B27/0006;G06T2207/30252;G06T2207/30236,Wong; Andy et al.,Waymo LLC,17/937900,10/4/2022,Teitelbaum; Michael E,,1-Jan,,Waymo LLC,,,6.2273,
checked,,293,,,,,,,US D1037881 S,8/6/2024,,50,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/918907,11/30/2023,Davis; Antoine Duval,,D10/70,D12/187,Waymo LLC,,,6.34929,
checked,,294,,,,,,,US 20240262385 A1,8/8/2024,75274809,22,SPATIO-TEMPORAL POSE/OBJECT DATABASE,G05D1/0221;G05D1/0088;G06N3/084;G05D1/024;G05D1/0274;G01C21/3641;G06N3/045;B60W40/04;B60W60/001;G01C21/3811;B60W60/0027;G06N3/08;B60W30/0956,B60W2554/4041;B60W2554/402;B60W2556/50;G06N3/006;B60W2556/10;B60W2554/4042;B60W2554/4044;B60W2554/806,White; Brandyn Allen et al.,,18/440363,2/13/2024,,,1-Jan,,Waymo LLC,,,6.6710043,
checked,1,295,,,,,,,US 12061296 B2,8/13/2024,62245452,28,Vehicle sensor synchronization using an external clock source,G01S17/931;G01S7/4813;G01S17/86;G01S17/87;G01S7/4972;G01S13/931,G01S2013/93273;G01S2013/93272;G01S2013/93271;G01S7/4039,Gassend; Blaise et al.,Waymo LLC,16/951704,11/18/2020,Ratcliffe; Luke D,,1-Jan,,Waymo LLC,,,6.373069,
checked,1,296,,,,,,,US 12061091 B2,8/13/2024,66815834,37,Methods and systems for sun-aware vehicle routing,G05D1/0246;G06V20/56;G06T7/70;G01C21/3415;G05D1/249;G01C21/3602;G01C21/3461,B60W2556/25;H04N23/57;G06T2207/10004;B60W2420/403;B60W60/0015;B60W2555/20;H04N23/58;B60W2556/20,Dittmer; Jeremy et al.,Waymo LLC,18/156475,1/19/2023,Nguyen; Cuong H,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,297,,,,,,,US 12059994 B2,8/13/2024,71122518,21,Close-in illumination module,B60R11/04;G03B15/02;B60Q1/0023;G03B30/00;G03B37/00;G03B15/05;H04N23/56;G03B11/045,G01S7/4815;G01S17/931;G03B2215/0503;G03B2215/0592;G03B2215/0575,Guidi; Giulia,Waymo LLC,18/243238,9/7/2023,Vu; Jimmy T,,1-Jan,,Waymo LLC,,,6.0433435,
checked,3,298,,,,,,,US D1038787 S,8/13/2024,77747778,13,Sensor housing,G01S13/867;G01S17/08;G01S7/52006;G01S13/931;G01S13/865;G01S13/862;G01S17/86;G01S17/931;G01S7/027;G01S15/931;G01S7/4817;G01S7/4813,G01S2013/93275;G01S2015/937;B60R11/04;G01S2013/9318;G01S2013/93273;G01S2013/93185;G01S2013/9319;B60R2011/0049;G01S2013/9324;G01S2013/9323;G01S2013/93272;G01S2013/93271,Ahn; YooJung et al.,Waymo LLC,D/877000,5/31/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.2980375,
checked,,299,,,,,,,US 12063457 B2,8/13/2024,81848472,21,"Systems, apparatus, and methods for transmitting image data",H04N1/32368;H04N1/2141;H04N7/183;H04N1/00095;H04N1/2112,H04N2201/3295;H04N7/18;H04N2101/00,Kapsenberg; Pieter,Waymo LLC,17/956218,9/29/2022,Pachol; Nicholas,,1-Jan,,Waymo LLC,,,6.173177,
checked,,300,,,,,,,US 12060080 B2,8/13/2024,81943135,22,Puddle occupancy grid for autonomous vehicles,G06F18/23;G06V10/762;G06V20/588;B60W40/06;B60W60/00182;G06V20/56;B60W60/00184;G06F18/2415;B60W60/001,B60W2420/408,Wang; Yuchi et al.,Waymo LLC,18/310620,5/2/2023,Hilgendorf; Dale W,,1-Jan,,WAYMO LLC,,,6.2422533,
checked,,301,,,,,,,US D1038988 S,8/13/2024,,5,Display screen or a portion thereof with graphical user interface,,,Mariet; Robertus Christianus Elisabeth et al.,Waymo LLC,D/773171,3/8/2021,Reickel; Jack,,D14/489,,Waymo LLC,,,6.1551714,
checked,,302,,,,,,,US D1038789 S,8/13/2024,,8,Sensor housing,,,Ahn; YooJung et al.,Waymo LLC,D/894722,6/13/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.198945,
checked,,303,,,,,,,US D1038791 S,8/13/2024,,6,Front sensor housing,,,Ahn; YooJung et al.,Waymo LLC,D/895927,6/27/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.34929,
checked,,304,,,,,,,US D1038792 S,8/13/2024,,7,Rear sensor housing,,,Ahn; Yoojung et al.,Waymo LLC,D/895982,6/28/2023,Davis; Antoine Duval,,D10/70,D12/188;D12/190,Waymo LLC,,,6.32049,
checked,,305,,,,,,,US D1038793 S,8/13/2024,,43,Sensor assembly,,,Gross; Jared et al.,Waymo LLC,D/896807,7/7/2023,Davis; Antoine Duval,,D10/70,D12/190,Waymo LLC,,,6.2980375,
checked,1,306,,,,,,,US 12066836 B2,8/20/2024,71072528,50,Detecting general road weather conditions,G01S15/885;G05D1/617;G01S15/931;G01S13/862;B60W10/18;G01C21/3407;G01S15/86;B60W40/06;G01W1/02;B60W10/20;G01S13/931;G01S17/95;B60W40/068;B60W10/04;B60W60/001;G01C21/3602;G01S13/865;G05D1/69;G05D1/0214;G01S13/95;G01S13/867;B60W30/18172;G01W1/14;G05D1/0291;G01C21/3691;G01S13/956;B60W30/02;G01S17/931,B60W2710/20;B60W2420/408;B60W2720/106;G01S2013/93273;B60W2300/12;G05D1/81;G05D1/0088;G01W2001/006;B60W2420/54;B60W2420/403;B60W2710/18;G01S2013/932;B60W2552/00;B60W2720/10;G01S2013/93185;B60W2555/20;B60W2554/4046;G01S2013/9318;B60W2556/45;G01S2013/93272;G01S2013/93271;B60W2300/145;B60W2050/0031;B60W2556/65;G01S2013/9319;Y02A90/10;G01W2203/00,Silver; David Harrison et al.,Waymo LLC,18/131966,4/7/2023,Brushaber; Frederick M,,1-Jan,,Waymo LLC,,,6.0433435,
checked,1,307,,,,,,,US 12066578 B2,8/20/2024,77613733,32,Calibration and localization of a light detection and ranging (lidar) device using a previously calibrated and localized lidar device,G01S17/42;G01S17/10;G01S7/003;G01S17/86;G01S7/497;G01S17/931;G01S17/89;G01S7/4972;G01S17/87,,Chen; Mingcheng et al.,Waymo LLC,17/173242,2/11/2021,Baghdasaryan; Hovhannes,,1-Jan,,Waymo LLC,,,6.187685,
checked,,308,,,,,,,US 12066525 B2,8/20/2024,80447348,29,Methods and systems for three dimensional object detection and localization,G01S13/867;G06V10/82;G01S13/723;G06N3/045;G01S13/931;G01S13/86;G01S7/417;G01S13/89;G06N3/084;B60W30/08;G06V20/64;G06V20/58;G06T7/70,B60W2420/403;G06T2207/20084;G06T2207/10024;B60W2554/00;B60W2754/10;G06N3/048;B60W2420/408;G06T2207/10028;G06T2207/30252;G01S13/865;G01S2013/93271,Chen; Xu et al.,Waymo LLC,18/344433,6/29/2023,Bythrow; Peter M,,1-Jan,,Waymo LLC,,,6.216815,
checked,,309,,,,,,,US 12067738 B2,8/20/2024,80627836,17,Estimating ground truth object keypoint labels for sensor readings,G01S17/89;G01S17/10;G01S17/931;G06T7/521;G05D1/0088;G01S7/4808;G06T7/73;G05D1/81,G06T2207/10028;G06T2207/30252;G06T2207/20081;G06T2207/20084,Gorban; Alexander et al.,Waymo LLC,17/472418,9/10/2021,Kim; Peter B,,1-Jan,,Waymo LLC,,,6.198945,
checked,1,310,,,,,,,US 12066571 B2,8/20/2024,81346091,26,Methods and systems for detecting adverse road conditions using radar,G01C21/3844;G01S13/931;G01S7/412;G01S7/415;G01S13/87;G01S13/04;G01S7/4091;G01S13/582;B60W60/0016;G01S7/003;B60W30/18163;B60W30/09;G01S7/2927,G01S2013/9318;G01S2013/9316;G01S2013/93272;Y02A90/10;G01S2013/93271;B60W2420/408;G01S2013/9322;G01S2013/93275,Fina; Michael,Waymo LLC,17/246831,5/3/2021,Anwari; Maceeh,,1-Jan,,Waymo LLC,,,6.34929,
checked,,311,,,,,,,US 12067471 B2,8/20/2024,81658309,16,Searching an autonomous vehicle sensor data repository based on context embedding,G08G1/0104;G06V20/56;G06N3/02;G06F30/27;G06N3/08;G06F16/2455;G06V10/454;G06V10/7715;G06N3/045;B60W60/0027,B60W2554/4045;B60W2554/4046,Gao; Jiyang et al.,Waymo LLC,17/104921,11/25/2020,Alam; Hosain T,May; Robert F,1-Jan,,Waymo LLC,,,6.34929,
checked,,312,,,,,,,US D1039399 S,8/20/2024,,26,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/908060,1/11/2024,Davis; Antoine Duval,,D10/70,D12/187;D12/188,Waymo LLC,,,6.345049,
checked,,313,,,,,,,US 20240278802 A1,8/22/2024,81752946,19,PREDICTABILITY-BASED AUTONOMOUS VEHICLE TRAJECTORY ASSESSMENTS,G06F18/214;G06V20/56;G06N3/045;B60W60/001;G06F18/2415;B60W60/0011;G06N3/08,B60W2556/20;G06N3/044;B60W2556/10,Refaat; Khaled et al.,,18/393418,12/21/2023,,,1-Jan,,Waymo LLC,,,6.771262,
checked,,314,,,,,,,US 12072203 B2,8/27/2024,77747812,32,Speed and route planning in view of weather,G01C21/3469;G01C21/3461;G01C21/3691;G01C21/3697;G01C21/3492,G08G1/22;G05D1/692;G05D1/0287,Sofman; Boris et al.,Waymo LLC,17/207663,3/20/2021,Koppikar; Vivek D,Maciorowski; Godfrey Aleksander,1-Jan,,Waymo LLC,,,6.2273,
checked,,315,,,,,,,US 12073575 B2,8/27/2024,77802238,19,Object-centric three-dimensional auto labeling of point cloud data,G06V10/764;G06V20/56;G06T7/521;G06T7/20;G06V20/64;G06V20/10,G06T2207/20084;G06T2207/10028,Qi; Ruizhongtai et al.,Waymo LLC,17/407795,8/20/2021,Desire; Gregory M,,1-Jan,,Waymo LLC,,,6.2422533,
checked,,316,,,,,,,US 12071163 B2,8/27/2024,79032339,18,Roadside assistance for autonomous vehicles,B60R25/01;B60R25/10;G05D1/0044;G05D1/0016;B60W10/30;B60R25/102;B60W40/08;G01C21/3407;G05D1/223;B60W60/0025,B60R2025/1013;G01S19/42;B60W2510/1005,Nguyen; Son-Ca et al.,Waymo LLC,18/219239,7/7/2023,Sarwar; Babar,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,317,,,,,,,US 12073244 B2,8/27/2024,79689366,15,Task scheduling for agent prediction,G06F9/5027;G06F9/4843;G06N20/00;G06F9/3851;G06F9/4881;B60K31/00;G06F9/48;G06F9/50;G06F9/5038;G06F9/5094;G06N5/00;G06F9/4806;B60K31/0008;G06F9/5005;G06F9/5044;G06F9/5061,,Guney; Tacettin Dogacan et al.,Waymo LLC,16/935057,7/21/2020,Swift; Charles M,,1-Jan,,Waymo LLC,,,6.198945,
checked,1,318,,,,,,,US 12071156 B2,8/27/2024,80823221,20,Planning for occlusions with surfel maps,B60W30/0956;G05D1/0274;B60W60/001;G05D1/0257;G05D1/249;G05D1/0255;G05D1/617;B60W30/18163;G05D1/0246;G05D1/0214;G06V20/58;G05D1/024,B60W2554/4029;B60W2554/4026;G06V20/64;B60W2420/403,Buchanan; Michael et al.,Waymo LLC,17/036926,9/29/2020,Jen; Ian,LaRose; Renee,1-Jan,,Waymo LLC,,,6.32049,
checked,1,319,,,,,,,US 12072422 B2,8/27/2024,81379894,46,Light detection and ranging (lidar) devices having vertical-cavity surface-emitting laser (VCSEL) emitters,G01S17/42;G01S17/931;G01S7/4815;G01S7/484;H01S5/183;H01S5/423,H01S5/0428,Schleuning; David et al.,Waymo LLC,17/513973,10/29/2021,Syed; Nabil H,Eustaquio; Cal J,1-Jan,,Waymo LLC,,,6.0433435,
checked,1,320,,,,,,,US 12071162 B2,8/27/2024,85722040,16,Pull-over location selection using machine learning,B60W60/0016;G06N3/044;B60W60/0011;G06N3/084;G06N20/10;B60W30/181;G06N5/01;B60W40/06;G06N20/20;G06N20/00,B60W2552/45;B60W2555/60,Pedersen; Jonathan Lee et al.,Waymo LLC,17/491068,9/30/2021,Smith; Isaac G,Molina; Nikki Marie M,1-Jan,,Waymo LLC,,,6.286212,
checked,1,321,,,,,,,US 12072451 B2,8/27/2024,86324515,29,Methods for detecting LIDAR aperture fouling,G01S17/931;G01S7/497;B60S1/56,G01S2007/4977,Zhang; Jingyuan Linda et al.,Waymo LLC,17/455239,11/17/2021,Stafira; Michael P,,1-Jan,,Waymo LLC,,,6.287856,
checked,,322,,,,,,,US 12071161 B1,8/27/2024,92462067,22,Intervention behavior prediction,B60W60/0015;B60W40/04;B60W60/0011;B60W50/0097;B60W60/00274,B60W2554/4046;B60W2554/4045,Refaat; Khaled et al.,Waymo LLC,17/858886,7/6/2022,Zanelli; Michael J,,1-Jan,,Waymo LLC,,,6.173177,
checked,,323,,,,,,,US 20240286626 A1,8/29/2024,92461949,27,Methods and Systems for Automatic Introspective Perception,B60W60/001;B60W50/0098;G01S7/497;G01S17/931;B60W50/06;G06V20/56,B60W2420/408;B60W2720/10;B60W2555/20;B60W2754/30;B60W2050/0083;B60W2554/80,Calleija; Mark et al.,,18/173150,2/23/2023,,,1-Jan,,Waymo LLC,,,6.617518,
checked,1,324,,,,,,,US 12078530 B2,9/3/2024,62241974,22,Light detection using an aperture,G02B6/08;G01J1/0407;G02B6/4298;G01S7/4816;G01J1/0451;G01S7/4818;G01J1/0437;G01J1/06;G01J1/0425;G01J1/0414;G01J1/0411;G01J1/4228;G01J1/0214;G01S17/89;G01J1/0488,G01J2001/4466,Droz; Pierre-Yves et al.,Waymo LLC,17/306281,5/3/2021,Hellner; Mark,,1-Jan,,Waymo LLC,,,6.216815,
checked,,325,,,,,,,US 12079004 B2,9/3/2024,70728247,22,Verification of iterative closest point alignments for autonomous vehicles,G05D1/0088;G01S13/867;G05D1/0248;G01S17/931;G01S13/931;G01S13/58;G01S7/417;G01S17/89;G06N3/08;G05D1/81;G05D1/0221;G01S13/726;G05D1/247;G01S13/865,G01S2013/93273,Chen; Mingcheng et al.,Waymo LLC,17/405715,8/18/2021,Khaled; Abdalla A,,1-Jan,,Waymo LLC,,,6.198945,
checked,,326,,,,,,,US 12078760 B2,9/3/2024,72832301,24,Multi-sensor synchronization measurement device,G01S17/86;G01S17/10;G01S7/497;G01S17/42;G01S17/87;G01S17/931,G05D1/247;G05D1/0278;G05D1/0257;G05D1/027;G05D1/248;G05D1/0231;G05D1/245;G05D1/249,Cardei; Vlad et al.,Waymo LLC,17/585825,1/27/2022,Luu; Thanh,,1-Jan,,Waymo LLC,,,6.3384104,
checked,1,327,,,,,,,US 12077188 B2,9/3/2024,77274658,22,Leveraging weather information to improve passenger pickup and drop offs for autonomous vehicles,G01C21/3415;G05D1/81;G06Q10/047;G08G1/133;B60W60/0025;G06Q50/40;G05D1/0088;G01C21/3691;G01C21/3453,B60W2555/20,Pandit; Salil et al.,Waymo LLC,17/028428,9/22/2020,Nolan; Peter D,Ning; Peter Y,1-Jan,,Waymo LLC,,,6.2346582,
checked,,328,,,,,,,US 12078754 B1,9/3/2024,92545662,28,Lidar transmitter assembly,G01S17/931;G05D1/024;G01S7/4972;G01S7/4814;G01S7/486;G01S7/484;G01S7/4813;G01S7/4817,,Hutchison; David et al.,Waymo LLC,17/138172,12/30/2020,Alsomiri; Isam A,Fritchman; Joseph C,1-Jan,,Waymo LLC,,,6.287856,
checked,1,329,,,,,,,US 12083887 B2,9/10/2024,72921194,18,Audible passenger announcements for autonomous vehicle services,B60K35/28;G05D1/227;B60K35/10;B60K35/265;G05D1/0088;B60K35/22,B60K2360/175;B60K2360/161;B60K35/85,Moon; Maria et al.,Waymo LLC,18/221686,7/13/2023,Fan; Hongmin,,1-Jan,,Waymo LLC,,,6.287856,
checked,1,330,,,,,,,US 12085943 B2,9/10/2024,74868553,33,Independently actuated wheel sets for large autonomous self-driving vehicles,B62D15/025;B62D7/1509;G05D1/0214;G05D1/0088;G05D1/81;B62D7/144;B62D15/0285;G05D1/617,B62D13/005,Shenai; Nolan et al.,Waymo LLC,18/134641,4/14/2023,Jimenez; Anthony R,,1-Jan,,Waymo LLC,,,6.0726986,
checked,,331,,,,,,,US 12085647 B2,9/10/2024,76546096,20,LIDAR occlusion detection methods and systems,G01S7/484;G01S17/18;G01S17/931;G01S17/89;G01S7/497;G01S7/486;G01S17/10;G01S7/4802;G01S7/4863,G01S2007/4975;G01S7/4817,Karplus; Paul et al.,Waymo LLC,17/131594,12/22/2020,Hellner; Mark,,1-Jan,,Waymo LLC,,,6.32049,
checked,1,332,,,,,,,US 12086738 B2,9/10/2024,81658409,16,Resource allocation for an autonomous vehicle transportation service,G06N5/04;G06N20/00;G06Q10/025,,Balachandran; Ganesh et al.,Waymo LLC,16/953862,11/20/2020,Choi; David E,,1-Jan,,Waymo LLC,,,6.1409836,
checked,,333,,,,,,,US 12084088 B2,9/10/2024,83049804,15,Pedestrian intent yielding,B60W60/0017;G06N3/006;B60W60/0027;G06N20/20;B60W50/0097;B60W30/09;G06N5/01,B60W2520/10;B60W2552/45;B60W2554/4045;B60W2552/53;B60W2554/4044;B60W2552/05;B60W2554/4041;B60W2554/802;B60W2554/4042;B60W2554/4029;B60W2050/0028;B60W2520/06,Mneimneh; Maher et al.,Waymo LLC,17/873261,7/26/2022,Nguyen; Tan Q,,1-Jan,,Waymo LLC,,,6.1476135,
checked,,334,,,,,,,US 12085935 B2,9/10/2024,85038030,25,Open door reconstruction for sensor simulation,G07C5/04;G06F11/3684;G06F30/20;G05D1/0088;G06F30/15;G06F11/3698;G05D1/227,,Birenbaum; Evan et al.,Waymo LLC,17/389626,7/30/2021,Reda; Matthew J.,,1-Jan,,WAYMO LLC,,,6.373069,
checked,1,335,,,,,,,US 12084086 B2,9/10/2024,85222055,38,Inferring good user pickup locations from detected walking paths,G01C21/3438;G01C21/3841;G01C21/3807;G01C21/3461;B60W60/00253,B60W2554/4029;B60W2556/40;B60W2420/408;B60W2555/60;B60W2552/05;B60W2420/403;B60W2556/10;B60W2554/4042;B60W2552/45,Zhou; William,Waymo LLC,17/677540,2/22/2022,Antonucci; Anne Marie,Almadhrhi; Wesam,1-Jan,,Waymo LLC,,,6.2980375,
checked,,336,,,,,,,US 12085952 B2,9/10/2024,85478282,22,Flow-based motion planning blueprint for autonomous vehicles,G05D1/0212;B60W60/001;G05D1/646;G05D1/0274;G05D1/246,,Varricchio; Valerio,Waymo LLC,17/474266,9/14/2021,Reda; Matthew J.,,1-Jan,,Waymo LLC,,,6.1551714,
checked,1,337,,,,,,,US 12085678 B1,9/10/2024,92636835,41,Methods for localizing light detection and ranging (lidar) calibration targets,G08G1/22;G01S7/497;G01S7/4808;G01S17/89;G01S17/931;G01S17/42;G01S7/4817;G05D1/0291;G01S17/894,B60W2420/403;B60W60/001;B60W50/06;B60W2420/408,Shotan; Gil et al.,Waymo LLC,17/138180,12/30/2020,Bolda; Eric L,,1-Jan,,Waymo LLC,,,6.2273,
checked,,338,,,,,,,US 12085732 B1,9/10/2024,92636852,22,Combined collimation and diffuser lens for flood illuminator,G01S7/4817;G01S17/89;G02B1/041;B60Q1/0023;G02B3/0068;G01S7/4814;G01S17/10;G02B3/08;G01S17/931;G02B1/11,G02B2003/0093,Brickner; Michael et al.,"Waymo LLC,Nissei Technology Corporation",17/125223,12/17/2020,Baghdasaryan; Hovhannes,,1-Jan,,"Waymo LLC,Nissei Technology Corporation",,,4.9512696,
checked,,339,,,,,,,US D1041562 S,9/10/2024,,8,Vehicle sign,,,Ahn; YooJung et al.,Waymo LLC,D/818316,12/8/2021,Ho; Catherine,,D20/10,D12/400;D12/401;D20/11,Waymo LLC,,,6.0433435,
checked,,340,,,,,,,US 20240303827 A1,9/12/2024,92635793,17,STATEFUL AND END-TO-END MULTI-OBJECT TRACKING,G06V10/82;G06T7/20;G06V10/44;G01S17/89;G06V20/58,G06V2201/07;G06T2207/30241,Jing; Longlong et al.,,18/600449,3/8/2024,,,1-Jan,,Waymo LLC,,,6.569335,
checked,,341,,,,,,,US 20240300542 A1,9/12/2024,92635968,18,TRAJECTORY PREDICTION BY SAMPLING SEQUENCES OF DISCRETE MOTION TOKENS,B60W60/0027;B60W50/0097,B60W2420/00;B60W2554/4044,Seff; Ari et al.,,18/600159,3/8/2024,,,1-Jan,,Waymo LLC,,,6.791054,
checked,,342,,,,,,,US 20240302184 A1,9/12/2024,92636236,34,AUTOMATIC GENERATING OF BLOCKAGES IN MAP INFORMATION FOR USE BY A FLEET OF AUTONOMOUS VEHICLES,G01C21/3889;G01C21/3841;G01C21/3807,,Tymofieiev; Dmytro et al.,,18/120138,3/10/2023,,,1-Jan,,Waymo LLC,,,6.610613,
checked,,343,,,,,,,US 12090997 B1,9/17/2024,55174827,30,Predicting trajectories of objects based on contextual information,B60W30/0953;B60W60/00276;B60W30/0956;B60W30/09;G05D1/0088;B60W60/0027;B60W60/00274;B60W30/18154;G05D1/0214;B60W50/0097,B60W2554/80;B60W2554/4044;B60W2554/4026;B60W2556/00;B60W2720/24;B60W2420/408;B60W2554/00;B60W2420/403;B60W2554/20;B60W2554/4029,Ferguson; David Ian Franklin et al.,Waymo LLC,17/123219,12/16/2020,Robert; Daniel M.,,1-Jan,,Waymo LLC,,,6.3384104,
checked,1,344,,,,,,,US 12093052 B2,9/17/2024,56234878,42,Wide-view LIDAR with areas of special attention,G01S17/931;G05D1/0231;G01S7/4865;G01S7/484;G01S17/42;G01S17/10;G05D1/247;G05D1/024;G01S17/86;G01S17/89;G05D1/0246;G05D1/249;G01S7/4802,,Templeton; Bradley et al.,Waymo LLC,17/848510,6/24/2022,Cass; Jean Paul,,1-Jan,,Waymo LLC,,,6.1053915,
