Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
,,147,,,,,,,US 20250040000 A1,1/30/2025,92459035,37,INDUCTION HEATER FOR CALENDAR ROLLER,B05C11/00;B05C11/025;H05B6/145,H01M4/0435;H05B6/105;B30B15/34;B30B3/04,Hilgers; Andy et al.,,18/786226,7/26/2024,,,1-Jan,,"Tesla, Inc.",,,7.2723417,
,,148,,,,,,,US 12216610 B2,2/4/2025,65019094,32,Computational array microprocessor system using non-consecutive data formatting,G06N3/048;G06N3/045;G06N3/063;G06N3/08;G06F7/5443;G06F15/8023,G06F2207/4824,Talpes; Emil et al.,"Tesla, Inc.",18/335944,6/15/2023,Spann; Courtney P,,1-Jan,,"Tesla, Inc.",,,6.8833656,
,,149,,,,,,,US 20250048561 A1,2/6/2025,83193314,15,FIELD PROGRAMMABLE SOLDER BALL GRID ARRAY WITH EMBEDDED CONTROL SYSTEMS,H05K3/3494;H05K3/0008;H05K1/0287;H05K3/3436,H05K2201/10212;H05K2203/163;H05K2201/09963;H05K2201/10734,KRITHIVASAN; Vijaykumar et al.,,18/292867,8/15/2022,,,1-Jan,,"Tesla, Inc.",,,7.498143,
,,150,,,,,,,US 20250042364 A1,2/6/2025,84981659,34,WINDSHIELD WIPER SYSTEMS,B60S1/3418;B60S1/365;B60S1/08;B60S1/3406;B60S1/3404,,Nashed; Daniel et al.,,18/717127,12/2/2022,,,1-Jan,,"Tesla, Inc.",,,7.498143,
,,151,,,,,,,US 20250043617 A1,2/6/2025,85150954,14,POWER TAILGATE MECHANISM,E05F15/60;E05F15/622;E05F15/77;E05F1/1238;E05F15/63;E05B81/20,E05Y2900/544;E05Y2201/486;E05Y2201/484;E05Y2800/428;B62D33/0273;E05F15/53;E05F1/08;E05Y2201/702;E05Y2201/416;E05Y2400/32;E05Y2201/624,Rahman; Rafath et al.,,18/718666,12/8/2022,,,1-Jan,,"Tesla, Inc.",,,6.980731,
,,152,,,,,,,US 20250042464 A1,2/6/2025,85156991,18,STEER BY WIRE,B62D5/0418;B62D5/006;B60R16/033;B60R16/027;B62D5/04,B62D5/003;B62D5/001,Van Rooyen; Joel et al.,,18/717716,12/7/2022,,,1-Jan,,"Tesla, lnc.",,,7.3090296,
,,153,,,,,,,US 20250051678 A1,2/13/2025,85199495,32,MOTOR AND GEARBOX FLUID FORMULATIONS AND USES THEREOF,C10M169/04;F16H57/0436;H02K7/116;C10M107/02;H02K9/193;C10M101/025;H02K9/26,C10M2203/1025;C10M2209/1033;C10M2203/1065;C10N2040/04;C10N2040/14;C10M2207/2835;C10N2040/25;C10N2030/12;C10M2205/223;C10N2030/06;C10M2207/2825;C10N2020/02;C10M2203/1006;C10N2030/02;C10N2030/26;C10N2040/40;C10M2207/2815;C10N2030/10;C10M2205/0285;C10M2205/0206,Graves; Scott et al.,,18/717403,1/5/2023,,,1-Jan,,"Tesla, Inc.",,,7.3090296,
,1,154,,,,,,,US 12227972 B2,2/18/2025,59896350,19,Angle-detecting door handle assembly,E05B81/54;E05B81/64;B60Q1/2669;E05B81/76,,Aerts; Joris et al.,"Tesla, Inc.",17/303676,6/4/2021,Lugo; Carlos,,1-Jan,,"Tesla, Inc.",,,6.8654766,
,1,155,,,,,,,US 12230798 B2,2/18/2025,66625256,31,Compositions and methods for silicon containing dry anode films,H01M10/0525;H01M4/622;H01M4/366;H01M4/1395;H01M4/134;H01M4/38;H01M4/386;H01M4/623;H01M4/587;H01M4/0435;H01M4/583;H01M4/387,H01M2004/021;Y02E60/10,Shin; Joon Ho et al.,"Tesla, Inc.",17/048974,4/30/2019,Rhee; Jane J,,1-Jan,,"Tesla, Inc.",,,6.556578,
,,156,,,,,,,US 12227857 B2,2/18/2025,67811003,24,Metal sulfate manufacturing system via electrochemical dissolution,C25B11/089;C25B1/00;C25B15/033;C25B15/085;C25B9/17;C25B1/01;C25B11/02;C25B9/40;C25B11/063,,Arimoto; Shinji et al.,"Tesla, Inc.",17/264505,8/1/2019,Contreras; Ciel P,,1-Jan,,"Tesla, Inc.",,,6.8606396,
,,157,,,,,,,US 12233617 B2,2/25/2025,67476421,19,Process to make textured glass,B30B11/18;C03B13/16;B22F10/38;C03B13/08;C03B11/082;B33Y70/00;B22F10/28;C03B11/125;B30B3/00;B33Y80/00,B22F2005/005;C03B2215/11;C03B2215/16;C03B2215/06;Y02P10/25;C03B2215/412;B33Y10/00;C03B2215/50;C03B2215/07;C03B2215/41;B22F2999/00;B22F2005/002;B22F2999/00;B22F2005/005;B22F7/08;B22F10/28,Sweney; William S. et al.,"Tesla, Inc.",18/237357,8/23/2023,Herring; Lisa L,,1-Jan,,"Tesla, Inc.",,,6.748295,
,,159,,,,,,,US 20250067904 A1,2/27/2025,85199323,13,ANTI-REFLECTIVE MULTI-LAYER SYSTEMS,G02B5/3083;G02B1/111;G02B5/3016,,Chen; Chih Hsieh,,18/724101,1/12/2023,,,1-Jan,,"Tesla, Inc.",,,7.0253067,
,,160,,,,,,,US 20250074496 A1,3/6/2025,85172817,21,SYSTEM AND METHOD FOR HAPTIC CALIBRATION,B60K35/22;G06F3/016;B60K35/60;B60K35/25;G06F3/0338;B62D1/046,B60K35/10;B60K2360/782,Kessler; Michael et al.,,18/722444,12/16/2022,,,1-Jan,,"Tesla, Inc.",,,7.267084,
,,161,,,,,,,US 20250079358 A1,3/6/2025,85199497,23,METHODS OF ELECTRONIC SYSTEM ASSEMBLY WITH THERMAL INTERFACE PAD AND RELATED ASSEMBLIES,H01L24/80;H01L24/05;H01L24/08;H01L23/42;H01L23/473;H01L23/49811,H01L2225/06589;H01L2224/08145;H01L2224/05015;H01L2224/80091;H01L2224/08054;H01L2924/1427;H01L25/0657,Misrak; Abel et al.,,18/727867,1/10/2023,,,1-Jan,,"Tesla, Inc.",,,6.9458876,
,,162,,,,,,,US 20250087557 A1,3/13/2025,83400693,15,SANDWICHED MULTI-LAYER STRUCTURE FOR COOLING HIGH POWER ELECTRONICS,H01L25/0655;H01L23/473;H01L25/0652;H01L25/18;G06F1/20,G06F2200/201;H01L2225/06589;H01L23/5389,Nabovati; Aydin et al.,,18/580580,8/16/2022,,,1-Jan,,"Tesla, Inc.",,,7.189289,
,,163,,,,,,,US 20250087807 A1,3/13/2025,85198928,12,IMPACT ATTENUATION FOR ENERGY STORAGE SYSTEMS,H01M50/231;H01M50/242;B60L3/0007;B60L50/64;H01M50/244;H01M50/24,H01M2220/20;Y02E60/10,Burgess; Malcolm et al.,,18/722402,1/4/2023,,,1-Jan,,"Tesla, Inc.",,,6.9458876,
,,166,,,,,,,US 12261110 B2,3/25/2025,64949352,20,Electronic assembly having multiple substrate segments,H01L23/36;H01L23/5386;H01L25/16;H05K1/181;H01L23/5385;H01L23/16;H01L24/19;H01L23/49816;H01L21/485;H01L24/20;H01L23/5223;H01L22/20;H01L25/0652,H01L2224/12105;H01L2224/73267;H01L2225/1035;H01L2224/2919;H05K1/185;H05K2201/2018;H01L2224/16227;H01L22/14;H05K3/225;H01L2924/37001;H01L2924/15311;H01L2224/92244;H01L2225/1094;H01L23/5389;H01L2924/14;H01L2924/19041;H05K2201/10515;H01L2225/1058,Pang; Mengzhi et al.,"Tesla, Inc.",17/807475,6/17/2022,Page; Dale E,"Tynes, Jr.; Lawrence C",1-Jan,,"Tesla, Inc.",,,6.8606396,
,,167,,,,,,,US 12260332 B2,3/25/2025,68981722,18,Data pipeline and deep learning system for autonomous driving,G06N3/045;G06T7/00;G05D1/0088;G05D1/0246;G06N3/04;G05D1/0221;G06N3/08;G06V20/56;G06V10/82;G06V10/20;B60W60/001;G06V10/454;G05D1/46;G06V10/764;G06F18/2413;G06V10/17;G06V10/44,G06T2207/20016;G06T2207/20208;G05D2101/15;G06T2207/30252;G06T2207/20084,Uvarov; Timofey et al.,"Tesla, Inc.",18/353821,7/17/2023,Chace; Christian,Fitzharris; Katherine Marie,1-Jan,,"Tesla, Inc.",,,6.64041,
,,168,,,,,,,US 20250105085 A1,3/27/2025,85199433,19,A METHOD FOR APPLYING A COOLING SOLUTION TO ONE OR MORE INTEGRATED CIRCUIT COMPONENTS AND ASSEMBLE FOR INTEGRATED CIRCUIT COOLING,H01L24/16;H01L24/32;H01L23/42;H01L23/3736;H01L24/29;H01L23/367;H01L23/3675,H01L24/33;H01L21/4882;H01L2224/29144;H01L2224/16225;H01L2224/32245;H01L24/73;H01L2224/33181;H01L2224/32225;H01L2224/73204,Nasr; Mohamed Haitham Helmy et al.,,18/728985,1/12/2023,,,1-Jan,,"Tesla, Inc.",,,7.1555796,
,,169,,,,,,,US 12272189 B2,4/8/2025,66995046,25,Autonomous driving system component fault prediction,G07C5/0816;G06N20/00;G07C5/0808;B60W60/001,G07C5/006;G05B23/0235;G05B23/0283,Gorti; Atchyuth et al.,"Tesla, Inc.",18/298152,4/10/2023,Jain; Ankur,,1-Jan,,"Tesla, Inc.",,,6.8606396,
,,170,,,,,,,US 20250115190 A1,4/10/2025,85157443,26,POWER-SLIDE VEHICLE COMPARTMENTS,B60R7/02;B60R11/06;B60R7/06,B60R2011/0084;B60R2011/0005;B60R2011/0092,Jalan; Raghav et al.,,18/832313,12/8/2022,,,1-Jan,,"Tesla, Inc.",,,7.177637,
,,171,,,,,,,US 20250120038 A1,4/10/2025,95239957,44,CONNECTOR SYSTEM FOR COMPUTING CABINETS,H05K7/20772;H05K7/1492;G06F1/20;H01R43/26,,Bhandari; Rishabh et al.,,18/900401,9/27/2024,,,1-Jan,,"Tesla, Inc.",,,7.286207,
,,172,,,,,,,US 20250120034 A1,4/10/2025,95248288,44,CONNECTOR ASSEMBLY WITH PULLBACK,H05K7/1454,,Bhandari; Rishabh et al.,,18/900399,9/27/2024,,,1-Jan,,"Tesla, Inc.",,,7.347925,
,,173,,,,,,,US 20250124749 A1,4/17/2025,84365492,32,VEHICLE PROGNOSTICS UTILIZING PSUEDONYMOUS LOGGING AND DIRECTIVES,G07C5/085;G06Q50/40;G06Q10/20;G06N20/00;G07C5/0808,,Gutierrez; Thoralf et al.,,18/701843,10/20/2022,,,1-Jan,,"Tesla, Inc.",,,7.28675,
,,174,,,,,,,US 20250121818 A1,4/17/2025,85239758,41,MACHINE LEARNING MODEL FOR PREDICTING DRIVING EVENTS,G06N5/01;G06Q40/08;B60R21/01;G06N3/0442;G08G1/0129;G06N20/20;G06N20/10;B60W30/08;G06N20/00;G08G1/0112;B60W50/14,B60W2540/043;G06N3/08,Gutierrez; Thoralf et al.,"Tesla, Inc.",18/684550,8/18/2022,,,1-Jan,,"Tesla, Inc.",,,7.189289,
,,175,,,,,,,US 20250139051 A1,5/1/2025,83189071,13,GLOBALS BLOCKS IN REPLICATED BLOCK ARRAYS,G06F15/7803;G06F11/3058;G06F1/3287,,Fischer; Timothy et al.,,18/683636,8/11/2022,,,1-Jan,,"Tesla, Inc.",,,7.189289,
,,176,,,,,,,US 20250135975 A1,5/1/2025,85726506,25,INERTIA LATCH FOR A VEHICLE ARMREST,B60N2/767;B60N2/757,,Wu; Chao et al.,,18/837031,2/10/2023,,,1-Jan,,"Tesla, Inc.",,,7.270879,
,,177,,,,,,,US 20250145226 A1,5/8/2025,85556546,34,CASTING CLIPS,B62D29/004;F16B5/0621;F16B5/0657;B62D27/06;B62D27/065;F16L3/13,,Nava; Rene Sanchez et al.,,18/836980,2/6/2023,,,1-Jan,,"Tesla, Inc.",,,6.9458876,
,,178,,,,,,,US 20250149682 A1,5/8/2025,85778952,19,PASSIVE FLUID FLOW CONTROLLING DEVICE AND SYSTEM,H01M10/63;H01M10/637;H01M10/613;H01M10/625;H01M10/667;H01M10/6568;F28F27/02,H01M2220/20;F28F2250/06;Y02E60/10;F28D2021/0028,Nabovati; Aydin et al.,,18/839386,2/22/2023,,,1-Jan,,"Tesla, Inc.",,,7.066786,
,,179,,,,,,,US 12300805 B2,5/13/2025,69160079,36,Compositions and methods for energy storage devices including salts and/or foams,H01M10/049;H01M4/0469;H01M4/621;H01M50/414;H01M10/056;H01M50/446;H01M4/62;H01M50/437;H01M50/403;H01M50/42;H01M10/0568;H01M50/434;H01M4/0435;H01M10/0525;H01G11/56;H01M4/622;H01M10/0565;H01M4/139;H01M50/426;H01M10/058;H01M50/431;H01M4/366;H01M10/052,H01M2300/0082;H01M2004/021;Y02P70/50;H01M2300/0091;H01M2300/0068;Y02E60/10,Petrowsky; Matt et al.,"Tesla, Inc.",17/291491,11/7/2019,Cantelmo; Gregg,,1-Jan,,"Tesla, Inc.",,,6.8393707,
,,181,,,,,,,US 20250158372 A1,5/15/2025,85685711,31,MULTICORE RIGID BUSBAR FOR ELECTRIC POWER DISTRIBUTION,B60R16/033;B60R16/0207;H02G5/00;H01R25/16;H01B7/02,H01R2201/26,Mathews; Whitney et al.,,18/837432,2/16/2023,,,1-Jan,,"Tesla, Inc.",,,7.066786,
,,182,,,,,,,US 20250158125 A1,5/15/2025,85776002,70,"ELECTROLYTE ADDITIVE COMPOUNDS FOR HIGH VOLTAGE ENERGY STORAGE DEVICE, AND ASSOCIATED PROCESSES",H01M10/0567,Y02E60/10;H01M2300/0025;H01M10/0525,Jurng; Sunhyung et al.,"UChicago Argonne, LLC",18/838996,2/22/2023,,,1-Jan,,"Tesla, Inc.",,,7.066786,
,,183,,,,,,,US 12305308 B2,5/20/2025,65023952,30,Coating system and method for e-coating and degasification of e-coat fluid during e-coat,C25D3/02;B05D7/16;C25D21/12;C25D13/22;C25D5/20;C25D7/00,,Agarwal; Gunjan et al.,"Tesla, Inc.",18/319130,5/17/2023,Rufo; Louis J,,1-Jan,,"Tesla, Inc.",,,6.763072,
,,184,,,,,,,US 12307350 B2,5/20/2025,67059737,18,Systems and methods for hardware-based pooling,G06V10/82;G06F18/24;G06V30/19173;G06N3/045;G06N20/00;G06N3/063,G06N3/048,Bannon; Peter Joseph et al.,"Tesla, Inc.",15/862369,1/4/2018,Al Kawsar; Abdullah,Mengistu; Tewodros E,1-Jan,,"Tesla, Inc.",,,6.8665247,
,,185,,,,,,,US 20250162495 A1,5/22/2025,85775949,18,AUTOMATION OF SIGNALING DEVICES ASSOCIATED WITH THE OPERATION OF A VEHICLE,B60Q1/40;B60Q1/346;G06V20/56,,Baverstock; Richard et al.,,18/840312,2/23/2023,,,1-Jan,,"Tesla, Inc.",,,7.2863073,
,,186,,,,,,,US 20250170936 A1,5/29/2025,95822756,47,SEAT ARMREST MODULE WITH INTEGRATED HEADREST,B60N2/818;B60N2/757;B60N2/206;B60N3/102;B60N2/838,,Tayal; Ojas et al.,,18/963871,11/29/2024,,,1-Jan,,"Tesla, Inc.",,,7.162243,
,,187,,,,,,,US 20250170764 A1,5/29/2025,95822897,13,PASS-THROUGH BACK INJECTION COMPOSITE MATS AND MAT FEATURES,B29C45/14786;B29C45/14344,B29C2045/14967;B29K2023/12;B29L2031/3041,Balachandran; Karun et al.,,18/946358,11/13/2024,,,1-Jan,,"Tesla, Inc.",,,7.1555796,
,,188,,,,,,,US 20250171705 A1,5/29/2025,95822941,20,CONDUCTIVE GREASE FORMULATIONS AND GROUNDING SOLUTIONS FOR ELECTRIC DRIVE UNIT,G01N33/30;C10M101/02;C10M169/00;G01N27/07,C10N2040/16;C10M2207/283;C10N2020/02;C10M2201/041;C10N2050/10;C10N2020/077;C10M2205/0285;C10N2030/02;C10M2203/1025;C10N2040/14;C10N2040/02,Zhang; Wenyang et al.,,18/958565,11/25/2024,,,1-Jan,,"Tesla, Inc.",,,7.267084,
,,189,,,,,,,US 20250172338 A1,5/29/2025,95823042,15,HYBRID RECYCLING FURNACE USING IMMERSION MELTING EQUIPMENT,F27B3/20;F27D3/14;C22B7/003;F27D27/005;F27D99/0006,F27D2099/0013;Y02P10/20;C22B21/0092,Steglich; Jan,,18/958596,11/25/2024,,,1-Jan,,"Tesla, Inc.",,,7.318183,
,,190,,,,,,,US 20250177591 A1,6/5/2025,85703944,33,CONTROLLING ENVIRONMENTAL CONDITIONS IN ENCLOSED SPACES,A61L2/24;B60H1/00742;B60H3/0035;B60H1/00785;A61L9/18;A61L2/10;A61L2/07;B60H1/0075;B60H3/0092;A61L9/015;B60H1/00878;A61L2/12;A61L2/20;B60S3/008;B60H1/00778;A61L2/22;A61L2/084;A61L2/08;B60H1/00757;A61L2/04,A61L2209/16;A61L2202/14;A61L2209/12;A61L2209/135;A61L2202/11;A61L2202/16;A61L2209/111;A61L2202/25,Liau; Forrest Wen et al.,,18/840410,2/21/2023,,,1-Jan,,"Tesla, Inc.",,,7.177637,
,,191,,,,,,,US 20250183320 A1,6/5/2025,85724552,33,COATED ELECTRODES,H01M4/622;H01M4/663;H01M4/664;H01M4/1393;H01M4/139;H01M10/0587;H01M50/538;H01M4/13;H01M4/661;H01M4/667;H01M4/70,H01M10/0525;H01M2004/021;Y02E60/10,Pei; Allen et al.,,18/840776,3/7/2023,,,1-Jan,,"Tesla, Inc.",,,7.3090296,
,,192,,,,,,,US 20250191121 A1,6/12/2025,85781847,13,ENHANCED FRACTIONAL INTERPOLATION FOR CONVOLUTIONAL PROCESSOR IN AUTONOMOUS OR SEMI-AUTONOMOUS SYSTEMS,G06T3/4076;G06T3/4046;G06T3/4007,,Sachdev; Gagandeep et al.,,18/842753,3/2/2023,,,1-Jan,,"Tesla, Inc.",,,7.318183,
,,193,,,,,,,US 20250209132 A1,6/26/2025,85781950,11,EFFICIENT MULTIPLY-ACCUMULATE UNITS FOR CONVOLUTIONAL NEURAL NETWORK PROCESSING INCLUDING MAX POOLING,G06F9/3001;G06F9/30036;G06F7/5443;G06N3/063;G06N3/0464;G06F17/16,,Sassone; Peter et al.,,18/842739,3/2/2023,,,1-Jan,,"Tesla, Inc.",,,7.162243,
